probe_type,electrode,shank,shank_col,shank_row,x_coord,y_coord
neuropixels 2.0 - MS,4645,3,1,402,782.0,6030.0
neuropixels 2.0 - MS,4646,3,0,403,750.0,6045.0
neuropixels 2.0 - MS,4647,3,1,403,782.0,6045.0
neuropixels 2.0 - MS,4648,3,0,404,750.0,6060.0
neuropixels 2.0 - MS,4649,3,1,404,782.0,6060.0
neuropixels 2.0 - MS,4650,3,0,405,750.0,6075.0
neuropixels 2.0 - MS,4651,3,1,405,782.0,6075.0
neuropixels 2.0 - MS,4652,3,0,406,750.0,6090.0
neuropixels 2.0 - MS,4653,3,1,406,782.0,6090.0
neuropixels 2.0 - MS,4654,3,0,407,750.0,6105.0
neuropixels 2.0 - MS,4655,3,1,407,782.0,6105.0
neuropixels 2.0 - MS,4656,3,0,408,750.0,6120.0
neuropixels 2.0 - MS,4657,3,1,408,782.0,6120.0
neuropixels 2.0 - MS,4658,3,0,409,750.0,6135.0
neuropixels 2.0 - MS,4659,3,1,409,782.0,6135.0
neuropixels 2.0 - MS,4660,3,0,410,750.0,6150.0
neuropixels 2.0 - MS,4661,3,1,410,782.0,6150.0
neuropixels 2.0 - MS,4662,3,0,411,750.0,6165.0
neuropixels 2.0 - MS,4663,3,1,411,782.0,6165.0
neuropixels 2.0 - MS,4664,3,0,412,750.0,6180.0
neuropixels 2.0 - MS,4665,3,1,412,782.0,6180.0
neuropixels 2.0 - MS,4666,3,0,413,750.0,6195.0
neuropixels 2.0 - MS,4667,3,1,413,782.0,6195.0
neuropixels 2.0 - MS,4668,3,0,414,750.0,6210.0
neuropixels 2.0 - MS,4669,3,1,414,782.0,6210.0
neuropixels 2.0 - MS,4670,3,0,415,750.0,6225.0
neuropixels 2.0 - MS,4671,3,1,415,782.0,6225.0
neuropixels 2.0 - MS,4672,3,0,416,750.0,6240.0
neuropixels 2.0 - MS,4673,3,1,416,782.0,6240.0
neuropixels 2.0 - MS,4674,3,0,417,750.0,6255.0
neuropixels 2.0 - MS,4675,3,1,417,782.0,6255.0
neuropixels 2.0 - MS,4676,3,0,418,750.0,6270.0
neuropixels 2.0 - MS,4677,3,1,418,782.0,6270.0
neuropixels 2.0 - MS,4678,3,0,419,750.0,6285.0
neuropixels 2.0 - MS,4679,3,1,419,782.0,6285.0
neuropixels 2.0 - MS,4680,3,0,420,750.0,6300.0
neuropixels 2.0 - MS,4681,3,1,420,782.0,6300.0
neuropixels 2.0 - MS,4682,3,0,421,750.0,6315.0
neuropixels 2.0 - MS,4683,3,1,421,782.0,6315.0
neuropixels 2.0 - MS,4684,3,0,422,750.0,6330.0
neuropixels 2.0 - MS,4685,3,1,422,782.0,6330.0
neuropixels 2.0 - MS,4686,3,0,423,750.0,6345.0
neuropixels 2.0 - MS,4687,3,1,423,782.0,6345.0
neuropixels 2.0 - MS,4688,3,0,424,750.0,6360.0
neuropixels 2.0 - MS,4689,3,1,424,782.0,6360.0
neuropixels 2.0 - MS,4690,3,0,425,750.0,6375.0
neuropixels 2.0 - MS,4691,3,1,425,782.0,6375.0
neuropixels 2.0 - MS,4692,3,0,426,750.0,6390.0
neuropixels 2.0 - MS,4693,3,1,426,782.0,6390.0
neuropixels 2.0 - MS,4694,3,0,427,750.0,6405.0
neuropixels 2.0 - MS,4695,3,1,427,782.0,6405.0
neuropixels 2.0 - MS,4696,3,0,428,750.0,6420.0
neuropixels 2.0 - MS,4697,3,1,428,782.0,6420.0
neuropixels 2.0 - MS,4698,3,0,429,750.0,6435.0
neuropixels 2.0 - MS,4699,3,1,429,782.0,6435.0
neuropixels 2.0 - MS,4700,3,0,430,750.0,6450.0
neuropixels 2.0 - MS,4701,3,1,430,782.0,6450.0
neuropixels 2.0 - MS,4702,3,0,431,750.0,6465.0
neuropixels 2.0 - MS,4703,3,1,431,782.0,6465.0
neuropixels 2.0 - MS,4704,3,0,432,750.0,6480.0
neuropixels 2.0 - MS,4705,3,1,432,782.0,6480.0
neuropixels 2.0 - MS,4706,3,0,433,750.0,6495.0
neuropixels 2.0 - MS,4707,3,1,433,782.0,6495.0
neuropixels 2.0 - MS,4708,3,0,434,750.0,6510.0
neuropixels 2.0 - MS,4709,3,1,434,782.0,6510.0
neuropixels 2.0 - MS,4710,3,0,435,750.0,6525.0
neuropixels 2.0 - MS,4711,3,1,435,782.0,6525.0
neuropixels 2.0 - MS,4712,3,0,436,750.0,6540.0
neuropixels 2.0 - MS,4713,3,1,436,782.0,6540.0
neuropixels 2.0 - MS,4714,3,0,437,750.0,6555.0
neuropixels 2.0 - MS,4715,3,1,437,782.0,6555.0
neuropixels 2.0 - MS,4716,3,0,438,750.0,6570.0
neuropixels 2.0 - MS,4717,3,1,438,782.0,6570.0
neuropixels 2.0 - MS,4718,3,0,439,750.0,6585.0
neuropixels 2.0 - MS,4719,3,1,439,782.0,6585.0
neuropixels 2.0 - MS,4720,3,0,440,750.0,6600.0
neuropixels 2.0 - MS,4721,3,1,440,782.0,6600.0
neuropixels 2.0 - MS,4722,3,0,441,750.0,6615.0
neuropixels 2.0 - MS,4723,3,1,441,782.0,6615.0
neuropixels 2.0 - MS,4724,3,0,442,750.0,6630.0
neuropixels 2.0 - MS,4725,3,1,442,782.0,6630.0
neuropixels 2.0 - MS,4726,3,0,443,750.0,6645.0
neuropixels 2.0 - MS,4727,3,1,443,782.0,6645.0
neuropixels 2.0 - MS,4728,3,0,444,750.0,6660.0
neuropixels 2.0 - MS,4729,3,1,444,782.0,6660.0
neuropixels 2.0 - MS,4730,3,0,445,750.0,6675.0
neuropixels 2.0 - MS,4731,3,1,445,782.0,6675.0
neuropixels 2.0 - MS,4732,3,0,446,750.0,6690.0
neuropixels 2.0 - MS,4733,3,1,446,782.0,6690.0
neuropixels 2.0 - MS,4734,3,0,447,750.0,6705.0
neuropixels 2.0 - MS,4735,3,1,447,782.0,6705.0
neuropixels 2.0 - MS,4736,3,0,448,750.0,6720.0
neuropixels 2.0 - MS,4737,3,1,448,782.0,6720.0
neuropixels 2.0 - MS,4738,3,0,449,750.0,6735.0
neuropixels 2.0 - MS,4739,3,1,449,782.0,6735.0
neuropixels 2.0 - MS,4740,3,0,450,750.0,6750.0
neuropixels 2.0 - MS,4741,3,1,450,782.0,6750.0
neuropixels 2.0 - MS,4742,3,0,451,750.0,6765.0
neuropixels 2.0 - MS,4743,3,1,451,782.0,6765.0
neuropixels 2.0 - MS,4744,3,0,452,750.0,6780.0
neuropixels 2.0 - MS,4745,3,1,452,782.0,6780.0
neuropixels 2.0 - MS,4746,3,0,453,750.0,6795.0
neuropixels 2.0 - MS,4747,3,1,453,782.0,6795.0
neuropixels 2.0 - MS,4748,3,0,454,750.0,6810.0
neuropixels 2.0 - MS,4749,3,1,454,782.0,6810.0
neuropixels 2.0 - MS,4750,3,0,455,750.0,6825.0
neuropixels 2.0 - MS,4751,3,1,455,782.0,6825.0
neuropixels 2.0 - MS,4752,3,0,456,750.0,6840.0
neuropixels 2.0 - MS,4753,3,1,456,782.0,6840.0
neuropixels 2.0 - MS,4754,3,0,457,750.0,6855.0
neuropixels 2.0 - MS,4755,3,1,457,782.0,6855.0
neuropixels 2.0 - MS,4756,3,0,458,750.0,6870.0
neuropixels 2.0 - MS,4757,3,1,458,782.0,6870.0
neuropixels 2.0 - MS,4758,3,0,459,750.0,6885.0
neuropixels 2.0 - MS,4759,3,1,459,782.0,6885.0
neuropixels 2.0 - MS,4760,3,0,460,750.0,6900.0
neuropixels 2.0 - MS,4761,3,1,460,782.0,6900.0
neuropixels 2.0 - MS,4762,3,0,461,750.0,6915.0
neuropixels 2.0 - MS,4763,3,1,461,782.0,6915.0
neuropixels 2.0 - MS,4764,3,0,462,750.0,6930.0
neuropixels 2.0 - MS,4765,3,1,462,782.0,6930.0
neuropixels 2.0 - MS,4766,3,0,463,750.0,6945.0
neuropixels 2.0 - MS,4767,3,1,463,782.0,6945.0
neuropixels 2.0 - MS,4768,3,0,464,750.0,6960.0
neuropixels 2.0 - MS,4769,3,1,464,782.0,6960.0
neuropixels 2.0 - MS,4770,3,0,465,750.0,6975.0
neuropixels 2.0 - MS,4771,3,1,465,782.0,6975.0
neuropixels 2.0 - MS,4772,3,0,466,750.0,6990.0
neuropixels 2.0 - MS,4773,3,1,466,782.0,6990.0
neuropixels 2.0 - MS,4774,3,0,467,750.0,7005.0
neuropixels 2.0 - MS,4775,3,1,467,782.0,7005.0
neuropixels 2.0 - MS,4776,3,0,468,750.0,7020.0
neuropixels 2.0 - MS,4777,3,1,468,782.0,7020.0
neuropixels 2.0 - MS,4778,3,0,469,750.0,7035.0
neuropixels 2.0 - MS,4779,3,1,469,782.0,7035.0
neuropixels 2.0 - MS,4780,3,0,470,750.0,7050.0
neuropixels 2.0 - MS,4781,3,1,470,782.0,7050.0
neuropixels 2.0 - MS,4782,3,0,471,750.0,7065.0
neuropixels 2.0 - MS,4783,3,1,471,782.0,7065.0
neuropixels 2.0 - MS,4784,3,0,472,750.0,7080.0
neuropixels 2.0 - MS,4785,3,1,472,782.0,7080.0
neuropixels 2.0 - MS,4786,3,0,473,750.0,7095.0
neuropixels 2.0 - MS,4787,3,1,473,782.0,7095.0
neuropixels 2.0 - MS,4788,3,0,474,750.0,7110.0
neuropixels 2.0 - MS,4789,3,1,474,782.0,7110.0
neuropixels 2.0 - MS,4790,3,0,475,750.0,7125.0
neuropixels 2.0 - MS,4791,3,1,475,782.0,7125.0
neuropixels 2.0 - MS,4792,3,0,476,750.0,7140.0
neuropixels 2.0 - MS,4793,3,1,476,782.0,7140.0
neuropixels 2.0 - MS,4794,3,0,477,750.0,7155.0
neuropixels 2.0 - MS,4795,3,1,477,782.0,7155.0
neuropixels 2.0 - MS,4796,3,0,478,750.0,7170.0
neuropixels 2.0 - MS,4797,3,1,478,782.0,7170.0
neuropixels 2.0 - MS,4798,3,0,479,750.0,7185.0
neuropixels 2.0 - MS,4799,3,1,479,782.0,7185.0
neuropixels 2.0 - MS,4800,3,0,480,750.0,7200.0
neuropixels 2.0 - MS,4801,3,1,480,782.0,7200.0
neuropixels 2.0 - MS,4802,3,0,481,750.0,7215.0
neuropixels 2.0 - MS,4803,3,1,481,782.0,7215.0
neuropixels 2.0 - MS,4804,3,0,482,750.0,7230.0
neuropixels 2.0 - MS,4805,3,1,482,782.0,7230.0
neuropixels 2.0 - MS,4806,3,0,483,750.0,7245.0
neuropixels 2.0 - MS,4807,3,1,483,782.0,7245.0
neuropixels 2.0 - MS,4808,3,0,484,750.0,7260.0
neuropixels 2.0 - MS,4809,3,1,484,782.0,7260.0
neuropixels 2.0 - MS,4810,3,0,485,750.0,7275.0
neuropixels 2.0 - MS,4811,3,1,485,782.0,7275.0
neuropixels 2.0 - MS,4812,3,0,486,750.0,7290.0
neuropixels 2.0 - MS,4813,3,1,486,782.0,7290.0
neuropixels 2.0 - MS,4814,3,0,487,750.0,7305.0
neuropixels 2.0 - MS,4815,3,1,487,782.0,7305.0
neuropixels 2.0 - MS,4816,3,0,488,750.0,7320.0
neuropixels 2.0 - MS,4817,3,1,488,782.0,7320.0
neuropixels 2.0 - MS,4818,3,0,489,750.0,7335.0
neuropixels 2.0 - MS,4819,3,1,489,782.0,7335.0
neuropixels 2.0 - MS,4820,3,0,490,750.0,7350.0
neuropixels 2.0 - MS,4821,3,1,490,782.0,7350.0
neuropixels 2.0 - MS,4822,3,0,491,750.0,7365.0
neuropixels 2.0 - MS,4823,3,1,491,782.0,7365.0
neuropixels 2.0 - MS,4824,3,0,492,750.0,7380.0
neuropixels 2.0 - MS,4825,3,1,492,782.0,7380.0
neuropixels 2.0 - MS,4826,3,0,493,750.0,7395.0
neuropixels 2.0 - MS,4827,3,1,493,782.0,7395.0
neuropixels 2.0 - MS,4828,3,0,494,750.0,7410.0
neuropixels 2.0 - MS,4829,3,1,494,782.0,7410.0
neuropixels 2.0 - MS,4830,3,0,495,750.0,7425.0
neuropixels 2.0 - MS,4831,3,1,495,782.0,7425.0
neuropixels 2.0 - MS,4832,3,0,496,750.0,7440.0
neuropixels 2.0 - MS,4833,3,1,496,782.0,7440.0
neuropixels 2.0 - MS,4834,3,0,497,750.0,7455.0
neuropixels 2.0 - MS,4835,3,1,497,782.0,7455.0
neuropixels 2.0 - MS,4836,3,0,498,750.0,7470.0
neuropixels 2.0 - MS,4837,3,1,498,782.0,7470.0
neuropixels 2.0 - MS,4838,3,0,499,750.0,7485.0
neuropixels 2.0 - MS,4839,3,1,499,782.0,7485.0
neuropixels 2.0 - MS,4840,3,0,500,750.0,7500.0
neuropixels 2.0 - MS,4841,3,1,500,782.0,7500.0
neuropixels 2.0 - MS,4842,3,0,501,750.0,7515.0
neuropixels 2.0 - MS,4843,3,1,501,782.0,7515.0
neuropixels 2.0 - MS,4844,3,0,502,750.0,7530.0
neuropixels 2.0 - MS,4845,3,1,502,782.0,7530.0
neuropixels 2.0 - MS,4846,3,0,503,750.0,7545.0
neuropixels 2.0 - MS,4847,3,1,503,782.0,7545.0
neuropixels 2.0 - MS,4848,3,0,504,750.0,7560.0
neuropixels 2.0 - MS,4849,3,1,504,782.0,7560.0
neuropixels 2.0 - MS,4850,3,0,505,750.0,7575.0
neuropixels 2.0 - MS,4851,3,1,505,782.0,7575.0
neuropixels 2.0 - MS,4852,3,0,506,750.0,7590.0
neuropixels 2.0 - MS,4853,3,1,506,782.0,7590.0
neuropixels 2.0 - MS,4854,3,0,507,750.0,7605.0
neuropixels 2.0 - MS,4855,3,1,507,782.0,7605.0
neuropixels 2.0 - MS,4856,3,0,508,750.0,7620.0
neuropixels 2.0 - MS,4857,3,1,508,782.0,7620.0
neuropixels 2.0 - MS,4858,3,0,509,750.0,7635.0
neuropixels 2.0 - MS,4859,3,1,509,782.0,7635.0
neuropixels 2.0 - MS,4860,3,0,510,750.0,7650.0
neuropixels 2.0 - MS,4861,3,1,510,782.0,7650.0
neuropixels 2.0 - MS,4862,3,0,511,750.0,7665.0
neuropixels 2.0 - MS,4863,3,1,511,782.0,7665.0
neuropixels 2.0 - MS,4864,3,0,512,750.0,7680.0
neuropixels 2.0 - MS,4865,3,1,512,782.0,7680.0
neuropixels 2.0 - MS,4866,3,0,513,750.0,7695.0
neuropixels 2.0 - MS,4867,3,1,513,782.0,7695.0
neuropixels 2.0 - MS,4868,3,0,514,750.0,7710.0
neuropixels 2.0 - MS,4869,3,1,514,782.0,7710.0
neuropixels 2.0 - MS,4870,3,0,515,750.0,7725.0
neuropixels 2.0 - MS,4871,3,1,515,782.0,7725.0
neuropixels 2.0 - MS,4872,3,0,516,750.0,7740.0
neuropixels 2.0 - MS,4873,3,1,516,782.0,7740.0
neuropixels 2.0 - MS,4874,3,0,517,750.0,7755.0
neuropixels 2.0 - MS,4875,3,1,517,782.0,7755.0
neuropixels 2.0 - MS,4876,3,0,518,750.0,7770.0
neuropixels 2.0 - MS,4877,3,1,518,782.0,7770.0
neuropixels 2.0 - MS,4878,3,0,519,750.0,7785.0
neuropixels 2.0 - MS,4879,3,1,519,782.0,7785.0
neuropixels 2.0 - MS,4880,3,0,520,750.0,7800.0
neuropixels 2.0 - MS,4881,3,1,520,782.0,7800.0
neuropixels 2.0 - MS,4882,3,0,521,750.0,7815.0
neuropixels 2.0 - MS,4883,3,1,521,782.0,7815.0
neuropixels 2.0 - MS,4884,3,0,522,750.0,7830.0
neuropixels 2.0 - MS,4885,3,1,522,782.0,7830.0
neuropixels 2.0 - MS,4886,3,0,523,750.0,7845.0
neuropixels 2.0 - MS,4887,3,1,523,782.0,7845.0
neuropixels 2.0 - MS,4888,3,0,524,750.0,7860.0
neuropixels 2.0 - MS,4889,3,1,524,782.0,7860.0
neuropixels 2.0 - MS,4890,3,0,525,750.0,7875.0
neuropixels 2.0 - MS,4891,3,1,525,782.0,7875.0
neuropixels 2.0 - MS,4892,3,0,526,750.0,7890.0
neuropixels 2.0 - MS,4893,3,1,526,782.0,7890.0
neuropixels 2.0 - MS,4894,3,0,527,750.0,7905.0
neuropixels 2.0 - MS,4895,3,1,527,782.0,7905.0
neuropixels 2.0 - MS,4896,3,0,528,750.0,7920.0
neuropixels 2.0 - MS,4897,3,1,528,782.0,7920.0
neuropixels 2.0 - MS,4898,3,0,529,750.0,7935.0
neuropixels 2.0 - MS,4899,3,1,529,782.0,7935.0
neuropixels 2.0 - MS,4900,3,0,530,750.0,7950.0
neuropixels 2.0 - MS,4901,3,1,530,782.0,7950.0
neuropixels 2.0 - MS,4902,3,0,531,750.0,7965.0
neuropixels 2.0 - MS,4903,3,1,531,782.0,7965.0
neuropixels 2.0 - MS,4904,3,0,532,750.0,7980.0
neuropixels 2.0 - MS,4905,3,1,532,782.0,7980.0
neuropixels 2.0 - MS,4906,3,0,533,750.0,7995.0
neuropixels 2.0 - MS,4907,3,1,533,782.0,7995.0
neuropixels 2.0 - MS,4908,3,0,534,750.0,8010.0
neuropixels 2.0 - MS,4909,3,1,534,782.0,8010.0
neuropixels 2.0 - MS,4910,3,0,535,750.0,8025.0
neuropixels 2.0 - MS,4911,3,1,535,782.0,8025.0
neuropixels 2.0 - MS,4912,3,0,536,750.0,8040.0
neuropixels 2.0 - MS,4913,3,1,536,782.0,8040.0
neuropixels 2.0 - MS,4914,3,0,537,750.0,8055.0
neuropixels 2.0 - MS,4915,3,1,537,782.0,8055.0
neuropixels 2.0 - MS,4916,3,0,538,750.0,8070.0
neuropixels 2.0 - MS,4917,3,1,538,782.0,8070.0
neuropixels 2.0 - MS,4918,3,0,539,750.0,8085.0
neuropixels 2.0 - MS,4919,3,1,539,782.0,8085.0
neuropixels 2.0 - MS,4920,3,0,540,750.0,8100.0
neuropixels 2.0 - MS,4921,3,1,540,782.0,8100.0
neuropixels 2.0 - MS,4922,3,0,541,750.0,8115.0
neuropixels 2.0 - MS,4923,3,1,541,782.0,8115.0
neuropixels 2.0 - MS,4924,3,0,542,750.0,8130.0
neuropixels 2.0 - MS,4925,3,1,542,782.0,8130.0
neuropixels 2.0 - MS,4926,3,0,543,750.0,8145.0
neuropixels 2.0 - MS,4927,3,1,543,782.0,8145.0
neuropixels 2.0 - MS,4928,3,0,544,750.0,8160.0
neuropixels 2.0 - MS,4929,3,1,544,782.0,8160.0
neuropixels 2.0 - MS,4930,3,0,545,750.0,8175.0
neuropixels 2.0 - MS,4931,3,1,545,782.0,8175.0
neuropixels 2.0 - MS,4932,3,0,546,750.0,8190.0
neuropixels 2.0 - MS,4933,3,1,546,782.0,8190.0
neuropixels 2.0 - MS,4934,3,0,547,750.0,8205.0
neuropixels 2.0 - MS,4935,3,1,547,782.0,8205.0
neuropixels 2.0 - MS,4936,3,0,548,750.0,8220.0
neuropixels 2.0 - MS,4937,3,1,548,782.0,8220.0
neuropixels 2.0 - MS,4938,3,0,549,750.0,8235.0
neuropixels 2.0 - MS,4939,3,1,549,782.0,8235.0
neuropixels 2.0 - MS,4940,3,0,550,750.0,8250.0
neuropixels 2.0 - MS,4941,3,1,550,782.0,8250.0
neuropixels 2.0 - MS,4942,3,0,551,750.0,8265.0
neuropixels 2.0 - MS,4943,3,1,551,782.0,8265.0
neuropixels 2.0 - MS,4944,3,0,552,750.0,8280.0
neuropixels 2.0 - MS,4945,3,1,552,782.0,8280.0
neuropixels 2.0 - MS,4946,3,0,553,750.0,8295.0
neuropixels 2.0 - MS,4947,3,1,553,782.0,8295.0
neuropixels 2.0 - MS,4948,3,0,554,750.0,8310.0
neuropixels 2.0 - MS,4949,3,1,554,782.0,8310.0
neuropixels 2.0 - MS,4950,3,0,555,750.0,8325.0
neuropixels 2.0 - MS,4951,3,1,555,782.0,8325.0
neuropixels 2.0 - MS,4952,3,0,556,750.0,8340.0
neuropixels 2.0 - MS,4953,3,1,556,782.0,8340.0
neuropixels 2.0 - MS,4954,3,0,557,750.0,8355.0
neuropixels 2.0 - MS,4955,3,1,557,782.0,8355.0
neuropixels 2.0 - MS,4956,3,0,558,750.0,8370.0
neuropixels 2.0 - MS,4957,3,1,558,782.0,8370.0
neuropixels 2.0 - MS,4958,3,0,559,750.0,8385.0
neuropixels 2.0 - MS,4959,3,1,559,782.0,8385.0
neuropixels 2.0 - MS,4960,3,0,560,750.0,8400.0
neuropixels 2.0 - MS,4961,3,1,560,782.0,8400.0
neuropixels 2.0 - MS,4962,3,0,561,750.0,8415.0
neuropixels 2.0 - MS,4963,3,1,561,782.0,8415.0
neuropixels 2.0 - MS,4964,3,0,562,750.0,8430.0
neuropixels 2.0 - MS,4965,3,1,562,782.0,8430.0
neuropixels 2.0 - MS,4966,3,0,563,750.0,8445.0
neuropixels 2.0 - MS,4967,3,1,563,782.0,8445.0
neuropixels 2.0 - MS,4968,3,0,564,750.0,8460.0
neuropixels 2.0 - MS,4969,3,1,564,782.0,8460.0
neuropixels 2.0 - MS,4970,3,0,565,750.0,8475.0
neuropixels 2.0 - MS,4971,3,1,565,782.0,8475.0
neuropixels 2.0 - MS,4972,3,0,566,750.0,8490.0
neuropixels 2.0 - MS,4973,3,1,566,782.0,8490.0
neuropixels 2.0 - MS,4974,3,0,567,750.0,8505.0
neuropixels 2.0 - MS,4975,3,1,567,782.0,8505.0
neuropixels 2.0 - MS,4976,3,0,568,750.0,8520.0
neuropixels 2.0 - MS,4977,3,1,568,782.0,8520.0
neuropixels 2.0 - MS,4978,3,0,569,750.0,8535.0
neuropixels 2.0 - MS,4979,3,1,569,782.0,8535.0
neuropixels 2.0 - MS,4980,3,0,570,750.0,8550.0
neuropixels 2.0 - MS,4981,3,1,570,782.0,8550.0
neuropixels 2.0 - MS,4982,3,0,571,750.0,8565.0
neuropixels 2.0 - MS,4983,3,1,571,782.0,8565.0
neuropixels 2.0 - MS,4984,3,0,572,750.0,8580.0
neuropixels 2.0 - MS,4985,3,1,572,782.0,8580.0
neuropixels 2.0 - MS,4986,3,0,573,750.0,8595.0
neuropixels 2.0 - MS,4987,3,1,573,782.0,8595.0
neuropixels 2.0 - MS,4988,3,0,574,750.0,8610.0
neuropixels 2.0 - MS,4989,3,1,574,782.0,8610.0
neuropixels 2.0 - MS,4990,3,0,575,750.0,8625.0
neuropixels 2.0 - MS,4991,3,1,575,782.0,8625.0
neuropixels 2.0 - MS,4992,3,0,576,750.0,8640.0
neuropixels 2.0 - MS,4993,3,1,576,782.0,8640.0
neuropixels 2.0 - MS,4994,3,0,577,750.0,8655.0
neuropixels 2.0 - MS,4995,3,1,577,782.0,8655.0
neuropixels 2.0 - MS,4996,3,0,578,750.0,8670.0
neuropixels 2.0 - MS,4997,3,1,578,782.0,8670.0
neuropixels 2.0 - MS,4998,3,0,579,750.0,8685.0
neuropixels 2.0 - MS,4999,3,1,579,782.0,8685.0
neuropixels 2.0 - MS,5000,3,0,580,750.0,8700.0
neuropixels 2.0 - MS,5001,3,1,580,782.0,8700.0
neuropixels 2.0 - MS,5002,3,0,581,750.0,8715.0
neuropixels 2.0 - MS,5003,3,1,581,782.0,8715.0
neuropixels 2.0 - MS,5004,3,0,582,750.0,8730.0
neuropixels 2.0 - MS,5005,3,1,582,782.0,8730.0
neuropixels 2.0 - MS,5006,3,0,583,750.0,8745.0
neuropixels 2.0 - MS,5007,3,1,583,782.0,8745.0
neuropixels 2.0 - MS,5008,3,0,584,750.0,8760.0
neuropixels 2.0 - MS,5009,3,1,584,782.0,8760.0
neuropixels 2.0 - MS,5010,3,0,585,750.0,8775.0
neuropixels 2.0 - MS,5011,3,1,585,782.0,8775.0
neuropixels 2.0 - MS,5012,3,0,586,750.0,8790.0
neuropixels 2.0 - MS,5013,3,1,586,782.0,8790.0
neuropixels 2.0 - MS,5014,3,0,587,750.0,8805.0
neuropixels 2.0 - MS,5015,3,1,587,782.0,8805.0
neuropixels 2.0 - MS,5016,3,0,588,750.0,8820.0
neuropixels 2.0 - MS,5017,3,1,588,782.0,8820.0
neuropixels 2.0 - MS,5018,3,0,589,750.0,8835.0
neuropixels 2.0 - MS,5019,3,1,589,782.0,8835.0
neuropixels 2.0 - MS,5020,3,0,590,750.0,8850.0
neuropixels 2.0 - MS,5021,3,1,590,782.0,8850.0
neuropixels 2.0 - MS,5022,3,0,591,750.0,8865.0
neuropixels 2.0 - MS,5023,3,1,591,782.0,8865.0
neuropixels 2.0 - MS,5024,3,0,592,750.0,8880.0
neuropixels 2.0 - MS,5025,3,1,592,782.0,8880.0
neuropixels 2.0 - MS,5026,3,0,593,750.0,8895.0
neuropixels 2.0 - MS,5027,3,1,593,782.0,8895.0
neuropixels 2.0 - MS,5028,3,0,594,750.0,8910.0
neuropixels 2.0 - MS,5029,3,1,594,782.0,8910.0
neuropixels 2.0 - MS,5030,3,0,595,750.0,8925.0
neuropixels 2.0 - MS,5031,3,1,595,782.0,8925.0
neuropixels 2.0 - MS,5032,3,0,596,750.0,8940.0
neuropixels 2.0 - MS,5033,3,1,596,782.0,8940.0
neuropixels 2.0 - MS,5034,3,0,597,750.0,8955.0
neuropixels 2.0 - MS,5035,3,1,597,782.0,8955.0
neuropixels 2.0 - MS,5036,3,0,598,750.0,8970.0
neuropixels 2.0 - MS,5037,3,1,598,782.0,8970.0
neuropixels 2.0 - MS,5038,3,0,599,750.0,8985.0
neuropixels 2.0 - MS,5039,3,1,599,782.0,8985.0
neuropixels 2.0 - MS,5040,3,0,600,750.0,9000.0
neuropixels 2.0 - MS,5041,3,1,600,782.0,9000.0
neuropixels 2.0 - MS,5042,3,0,601,750.0,9015.0
neuropixels 2.0 - MS,5043,3,1,601,782.0,9015.0
neuropixels 2.0 - MS,5044,3,0,602,750.0,9030.0
neuropixels 2.0 - MS,5045,3,1,602,782.0,9030.0
neuropixels 2.0 - MS,5046,3,0,603,750.0,9045.0
neuropixels 2.0 - MS,5047,3,1,603,782.0,9045.0
neuropixels 2.0 - MS,5048,3,0,604,750.0,9060.0
neuropixels 2.0 - MS,5049,3,1,604,782.0,9060.0
neuropixels 2.0 - MS,5050,3,0,605,750.0,9075.0
neuropixels 2.0 - MS,5051,3,1,605,782.0,9075.0
neuropixels 2.0 - MS,5052,3,0,606,750.0,9090.0
neuropixels 2.0 - MS,5053,3,1,606,782.0,9090.0
neuropixels 2.0 - MS,5054,3,0,607,750.0,9105.0
neuropixels 2.0 - MS,5055,3,1,607,782.0,9105.0
neuropixels 2.0 - MS,5056,3,0,608,750.0,9120.0
neuropixels 2.0 - MS,5057,3,1,608,782.0,9120.0
neuropixels 2.0 - MS,5058,3,0,609,750.0,9135.0
neuropixels 2.0 - MS,5059,3,1,609,782.0,9135.0
neuropixels 2.0 - MS,5060,3,0,610,750.0,9150.0
neuropixels 2.0 - MS,5061,3,1,610,782.0,9150.0
neuropixels 2.0 - MS,5062,3,0,611,750.0,9165.0
neuropixels 2.0 - MS,5063,3,1,611,782.0,9165.0
neuropixels 2.0 - MS,5064,3,0,612,750.0,9180.0
neuropixels 2.0 - MS,5065,3,1,612,782.0,9180.0
neuropixels 2.0 - MS,5066,3,0,613,750.0,9195.0
neuropixels 2.0 - MS,5067,3,1,613,782.0,9195.0
neuropixels 2.0 - MS,5068,3,0,614,750.0,9210.0
neuropixels 2.0 - MS,5069,3,1,614,782.0,9210.0
neuropixels 2.0 - MS,5070,3,0,615,750.0,9225.0
neuropixels 2.0 - MS,5071,3,1,615,782.0,9225.0
neuropixels 2.0 - MS,5072,3,0,616,750.0,9240.0
neuropixels 2.0 - MS,5073,3,1,616,782.0,9240.0
neuropixels 2.0 - MS,5074,3,0,617,750.0,9255.0
neuropixels 2.0 - MS,5075,3,1,617,782.0,9255.0
neuropixels 2.0 - MS,5076,3,0,618,750.0,9270.0
neuropixels 2.0 - MS,5077,3,1,618,782.0,9270.0
neuropixels 2.0 - MS,5078,3,0,619,750.0,9285.0
neuropixels 2.0 - MS,5079,3,1,619,782.0,9285.0
neuropixels 2.0 - MS,5080,3,0,620,750.0,9300.0
